,Time(ms),Angular Velocity (rad/s),,,,,Time(ms),Rotational Velocity (rad/s)
999,0,0,,K = 0.33,,999,0,0,,K = 0.4775
1004,5,0,,σ = 1.237,,1004,5,0,,σ = 1.174
1009,10,0,,,,1009,10,0,,
1014,15,0.050000000000000003,,,,1014,15,0.19,,
1019,20,0.059999999999999998,,,,1019,20,0.48999999999999999,,
1025,26,0.080000000000000002,,,,1025,26,0.57999999999999996,,
1030,31,0.089999999999999997,,,,1030,31,0.69999999999999996,,
1034,35,0.089999999999999997,,,,1034,35,0.68000000000000005,,
1039,40,0.089999999999999997,,,,1039,40,0.69999999999999996,,
1044,45,0.080000000000000002,,,,1044,45,0.69999999999999996,,
1049,50,0.089999999999999997,,,,1049,50,0.68000000000000005,,
1054,55,0.089999999999999997,,,,1054,55,0.75,,
1059,60,0.10000000000000001,,,,1059,60,0.76000000000000001,,
1064,65,0.10000000000000001,,,,1064,65,0.79000000000000004,,
1070,71,0.11,,,,1070,71,0.81000000000000005,,
1074,75,0.11,,,,1075,76,0.88,,
1079,80,0.11,,,,1079,80,0.89000000000000001,,
1084,85,0.11,,,,1084,85,0.83999999999999997,,
1089,90,0.12,,,,1089,90,0.84999999999999998,,
1094,95,0.12,,,,1094,95,0.85999999999999999,,
1099,100,0.13,,,,1099,100,0.88,,
1104,105,0.12,,,,1104,105,0.92000000000000004,,
1110,111,0.13,,,,1110,111,0.89000000000000001,,
1115,116,0.14999999999999999,,,,1115,116,0.94999999999999996,,
1120,121,0.16,,,,1120,121,0.98999999999999999,,
1124,125,0.14999999999999999,,,,1124,125,0.91000000000000003,,
1129,130,0.14999999999999999,,,,1129,130,1.05,,
1134,135,0.16,,,,1134,135,1.03,,
1139,140,0.17000000000000001,,,,1139,140,0.93999999999999995,,
1144,145,0.16,,,,1144,145,0.95999999999999996,,
1149,150,0.17999999999999999,,,,1149,150,1,,
1155,156,0.17999999999999999,,,,1155,156,1.0700000000000001,,
1160,161,0.17000000000000001,,,,1160,161,1.1399999999999999,,
1165,166,0.19,,,,1165,166,1.1200000000000001,,
1169,170,0.19,,,,1169,170,1.1100000000000001,,
1174,175,0.20000000000000001,,,,1174,175,1.1299999999999999,,
1179,180,0.19,,,,1179,180,1.1000000000000001,,
1184,185,0.20000000000000001,,,,1184,185,1.1499999999999999,,
1189,190,0.20000000000000001,,,,1189,190,1.1599999999999999,,
1195,196,0.20000000000000001,,,,1195,196,1.1899999999999999,,
1200,201,0.20999999999999999,,,,1200,201,1.1599999999999999,,
1205,206,0.20999999999999999,,,,1205,206,1.1599999999999999,,
1210,211,0.22,,,,1210,211,1.23,,
1214,215,0.22,,,,1214,215,1.1699999999999999,,
1219,220,0.22,,,,1219,220,1.27,,
1224,225,0.23999999999999999,,,,1224,225,1.4199999999999999,,
1229,230,0.23999999999999999,,,,1229,230,1.3899999999999999,,
1234,235,0.23999999999999999,,,,1234,235,1.3100000000000001,,
